,tweet,followers,labels,tokens
940, That was quick! Then Vees score again. Wow it’s hard to keep up! Thx Trevor!,101,1,"['quick', 'then', 'vees', 'score', 'again', 'wow', 's', 'hard', 'to', 'keep', 'up', 'thx', 'trevor']"
941,I still can't move on from the performance of tbz.,126,1,"['still', 'ca', 'nt', 'move', 'on', 'from', 'performance', 'tbz']"
942,"     Lmao atleast we were 1

did you even make the playoffs that year 😂😂",86,0,"['lmao', 'atleast', '1', 'even', 'make', 'playoff', 'year']"
943, buff quackitys cheat day,0,0,"['buff', 'quackitys', 'cheat', 'day']"
944, happy weekend panii,677,1,"['happy', 'weekend', 'panii']"
945,I wear a mr beast sticker on my expensive headphones and give back hundreds even thousands of dollars to my communi… https://t.co/B8TnF4JZKo,66,0,"['wear', 'mr', 'beast', 'sticker', 'on', 'expensive', 'headphone', 'give', 'back', 'hundred', 'even', 'thousand', 'dollar', 'to', 'communi', 'http', 'tcob8tnf4jzko']"
946, Maybe they don't want to do anything to implicate their lord. That's why former guy isn't saying any… https://t.co/yKOFAAMLgt,5,0,"['maybe', 'nt', 'want', 'to', 'anything', 'to', 'implicate', 'lord', 's', 'why', 'former', 'guy', 'nt', 'saying', 'any', 'http', 'tcoykofaamlgt']"
947," So who is Rich running to, to fix his problems? MB? Rosie? Donnie?",449,1,"['so', 'rich', 'running', 'to', 'to', 'fix', 'problem', 'mb', 'rosie', 'donnie']"
948, So sexy sweetie ❤️,14,0,"['so', 'sexy', 'sweetie']"
949,"""The tycoons of social media have to stop pretending that they’re friendly nerd gods building a better world and ad… https://t.co/YWdoCW4YoH",0,0,"['tycoon', 'social', 'medium', 'to', 'stop', 'pretending', 're', 'friendly', 'nerd', 'god', 'building', 'better', 'world', 'ad', 'http', 'tcoywdocw4yoh']"
950,"Anokhi : ab aap ko der nai ho rahi 
Shaurya : aaa chalo 

Anokhi behaving like wife 😍and shaurya was so busy admiri… https://t.co/oCvnjTrMFd",4,0,"['anokhi', 'ab', 'aap', 'ko', 'der', 'nai', 'ho', 'rahi', 'shaurya', 'aaa', 'chalo', 'anokhi', 'behaving', 'like', 'wife', 'shaurya', 'so', 'busy', 'admiri', 'http', 'tcoocvnjtrmfd']"
951,"  Thank you for the GA

   https://t.co/6YnqAi1aul",12,0,"['thank', 'ga', 'http', 'tco6ynqai1aul']"
952,"agust d is the industry, he is the industry",989,1,"['agust', 'd', 'industry', 'industry']"
953, come be my 2/4 please follow me 🙏 https://t.co/Hayu82nZOg,1918,1,"['come', '24', 'please', 'follow', 'http', 'tcohayu82nzog']"
954,"“I mean, I guess but I don’t know who.. you little thief..” https://t.co/3BkC1817gY",549,1,"['mean', 'guess', 'don', 't', 'know', 'little', 'thief', 'http', 'tco3bkc1817gy']"
955,The new administration wants to start a War with China. https://t.co/Jxjyua8CzT,7860,1,"['new', 'administration', 'want', 'to', 'start', 'war', 'with', 'china', 'http', 'tcojxjyua8czt']"
956,Cady Heron... girl. https://t.co/mXblyv773R https://t.co/KNfOjcrKDO,6633,1,"['cady', 'heron', 'girl', 'http', 'tcomxblyv773r', 'http', 'tcoknfojcrkdo']"
957, SO FUCKING TRUE 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,1756,1,"['so', 'fucking', 'true']"
958, LWTS GOOOOOOOOO IM SO EXCITED,25,0,"['lwts', 'gooooooooo', 'im', 'so', 'excited']"
959,Tomorrow is the big day. My girlfriend is moving in. 👩🏻‍🤝‍👨🏼🏠,557,1,"['tomorrow', 'big', 'day', 'girlfriend', 'moving', 'in']"
960, morning x2 fey!! enjoy your day 😘💜,2109,1,"['morning', 'x2', 'fey', 'enjoy', 'day']"
961,Guess who’s not a Virgin no more 😎.,8,0,"['guess', 's', 'not', 'virgin', 'no', 'more']"
962,  Submitted. So awesome you all are doing this!,828,1,"['submitted', 'so', 'awesome', 'all']"
963,3 people unfollowed me today tracked by https://t.co/uV86LBUPC6,4458,1,"['3', 'people', 'unfollowed', 'today', 'tracked', 'http', 'tcouv86lbupc6']"
964," Possessed...
;~)",26,0,['possessed']
965, you PUSSY,535,1,['pussy']
966, Omg yes!,807,1,"['omg', 'yes']"
967, wait... you have a face?&gt; AMAZING! lol,37,0,"['wait', 'face', 'gt', 'amazing', 'lol']"
968, Ah caray 🤭💞,704,1,"['ah', 'caray']"
969," 100%, can’t do anything but pray for her well being",86,0,"['100', 'can', 't', 'anything', 'pray', 'well']"
970, This is just as stupid as global warming. Man made earthdemic.,944,1,"['just', 'stupid', 'global', 'warming', 'man', 'made', 'earthdemic']"
971,"How ya doin`?
Love League of Legends? Visit us: https://t.co/mlJxwK6oys
#lolgoods #leagueoflegends #mmo #mmorpg… https://t.co/cn2nwFgEgM",42,0,"['how', 'ya', 'doin', 'love', 'league', 'legend', 'visit', 'u', 'http', 'tcomljxwk6oys', 'lolgoods', 'leagueoflegends', 'mmo', 'mmorpg', 'http', 'tcocn2nwfgegm']"
972,  Same. Except nearing Medicare eligible.  Way cooler than Frat boy Gaetz. Must follow you.,101,1,"['same', 'except', 'nearing', 'medicare', 'eligible', 'way', 'cooler', 'than', 'frat', 'boy', 'gaetz', 'must', 'follow']"
973,"  Cat

I vote #BTSARMY for #BestFanArmy at the 2021 #iHeartAwards 
",386,1,"['cat', 'vote', 'btsarmy', 'bestfanarmy', '2021', 'iheartawards']"
974,BM let's go.,85,0,"['bm', 'let', 's', 'go']"
975,Oregairu so fkn shit man lol.,776,1,"['oregairu', 'so', 'fkn', 'shit', 'man', 'lol']"
976,  Love him!,7202,1,['love']
977,  Wrong Gates. The correct Gaetz is under Federal investigation. There. Fixed it.,436,1,"['wrong', 'gate', 'correct', 'gaetz', 'under', 'federal', 'investigation', 'there', 'fixed']"
978, This is the Friday night we all want.,36,0,"['friday', 'night', 'all', 'want']"
979, because we always stay like this hahahaha,15,0,"['always', 'stay', 'like', 'hahahaha']"
980,  I vote #BTSARMY for #BestFanArmy at the 2021 #iHeartAwards ,151,1,"['vote', 'btsarmy', 'bestfanarmy', '2021', 'iheartawards']"
981, Ohh ok 👌,25,0,"['ohh', 'ok']"
982," 
Bengal culture?👇
""I have not seen such a `gunda' (gangster), `dangabaaz' (rioteer) hom… https://t.co/C87mIiibaf",847,1,"['bengal', 'culture', 'not', 'seen', 'such', 'gunda', 'gangster', 'dangabaaz', 'rioteer', 'hom', 'http', 'tcoc87miiibaf']"
983, sending my regards💔💔,591,1,"['sending', 'regard']"
984,  Beautifully done. He was one of the last of that golden generation that fought fascis… https://t.co/xxaR0sGZJh,1304,1,"['beautifully', 'done', 'one', 'last', 'golden', 'generation', 'fought', 'fascis', 'http', 'tcoxxar0sgzjh']"
985, Totally ignored of course in the mainstream news. I love the destruction of the union. Brilliant times.,7,0,"['totally', 'ignored', 'course', 'in', 'mainstream', 'news', 'love', 'destruction', 'union', 'brilliant', 'time']"
986,he did not just fucking die https://t.co/PxKuL25jEp,93,0,"['not', 'just', 'fucking', 'die', 'http', 'tcopxkul25jep']"
987,  Onwt,3986,1,['onwt']
988, I'm sensing a theme here....... You tryna tell us something babes???,33,0,"['m', 'sensing', 'theme', 'here', 'tryna', 'tell', 'u', 'something', 'babe']"
989,"Thank you everyone that came to my stream tonight!
I hope to have more energy for tomorrow’s stream!",226,1,"['thank', 'everyone', 'came', 'to', 'stream', 'tonight', 'hope', 'to', 'more', 'energy', 'tomorrow', 's', 'stream']"
990,"Two-hour phone call with  tonight. 

MIATp is real, y’all. And moving into future territory. 💃🏼🎷

“As lo… https://t.co/YJ8d0QbCj6",5338,1,"['twohour', 'phone', 'call', 'with', 'tonight', 'miatp', 'real', 'y', 'all', 'moving', 'into', 'future', 'territory', 'lo', 'http', 'tcoyj8d0qbcj6']"
991, Happy Morning🌹🌹🦋🦋,72,0,"['happy', 'morning']"
992, Good night Gabby I hope you get some Wonderful rest my friend 🤩 https://t.co/AVx0Ffx0jG,5589,1,"['good', 'night', 'gabby', 'hope', 'get', 'some', 'wonderful', 'rest', 'friend', 'http', 'tcoavx0ffx0jg']"
993, Ed was the greatest... a pure genius. I still can't believe he's gone.,7,0,"['ed', 'greatest', 'pure', 'genius', 'still', 'ca', 'nt', 'believe', 's', 'gone']"
994, I need your leg shaving routine 💅🏼💈💕,120,1,"['need', 'leg', 'shaving', 'routine']"
995, you did it to yourself,3,0,['to']
996,i missed this 🥺 https://t.co/ok1Hi2iRNI,181,1,"['missed', 'http', 'tcook1hi2irni']"
997, Oh absolutely,1095,1,"['oh', 'absolutely']"
998,😂😂😂😂😂😂😂😂 i would go to school w jus a sweater fse https://t.co/IIz7LkD92D,393,1,"['would', 'go', 'to', 'school', 'w', 'jus', 'sweater', 'fse', 'http', 'tcoiiz7lkd92d']"
999, you’re hurting my feelings.,114,1,"['re', 'hurting', 'feeling']"
